id,text,length,author
801,"Finkel's nuclear views are a breath of fresh air too. He seems to get that renewables, with their 6% current market share, will not be able to replace fossil fuels for decades to come.",34,TheJediMaster
802,"And Bill better not say i never do nufing for him. Before he embarrasses himself in Kiribati, he might want to check out their sea levels for the past 23 years - they've gone down ! ",36,TheJediMaster
803,But surely you agree it's a bit hard to paint such a poor growth outcome over a quarter of a century as any sort of achievement. Let's face it - carbon taxes are economy wreckers.,35,TheJediMaster
804,Good to see Turnbull taking a pragmatic approach to climate change issues. The fear when he took office was a shift to the left - good thing the Nats locked him in.,32,TheJediMaster
805,"He's not there for news, he's there to gather info. A far cry from the spin of the likes of Triggs. How on earth does she claim to represent human rights ?",32,TheJediMaster
806,"If we want some objective reporting and feedback and a good outcome for Abyan, then good choice to let Chris Kenny provide it. He bring integrity and a non-partisan viewpoint (pardon the pun).",33,TheJediMaster
807,"Wonder if Penny wants to recount the tales floating around after Gillard was booted out. There was a rather large bash at the Lodge we're told, with rather a large expense to the taxpayer.  ",34,TheJediMaster
808,Daisy - if your claim that she didn't have access to medical treatment or legal help is true then I agree that would be appalling. But something doesn't sound right about it. Why do you think that ?,38,TheJediMaster
809,"Do these clowns even have any way of trying to prove their theory correct, or do they just throw numbers out there like the bingo caller at the local country club ?",32,TheJediMaster
810,"Someone should mention to Lenore that we have a 28% ERT, a 24% RET and direct action. Good things come in threes. It's more than adequate - don't want Antarctica putting on too much ice, sea levels may fall.",39,TheJediMaster
811,"As a kid i stood on the steps of the Old Parliament House on 11 November 1975 whilst Gough was delivering his tirade against the Governor General. Almost 40 years later, there's still plenty of contention and commentary about the dismissal. ",41,TheJediMaster
812,"Removing Prime Ministers these days seems a far less complex exercise. A few bad Newspolls and splut, off you go. If governments were removed for fiscal mismanagement like Whitlam was, Rudd wouldn't have lasted more than two years, and Australia wouldn't be $400 billion in the hock. ",47,TheJediMaster
813,"Deficits are investments - that's got to be one of the funnier lines i've read in these pages. Is the interest bill also an ""investment"" ? How do we decide whether it's been a good investment, or don't we bother ?  ",41,TheJediMaster
814,No one doubts Whitlam's brilliance and foresight. But turning this into practical outcomes proved more difficult. Within a couple of short years spending had exploded to an unsustainable level. (which has a familiar ring to it),36,TheJediMaster
815,"Whitlam was a larger than life character, and led Labor out of a 23 year wilderness. But he wasn't quite across many important issues, especially economics and budgets, and ended up as yet another failed Labor leader.",37,TheJediMaster
816,"1. Sea level rises are in the mm's (and some islands like Kiribati have observed sea level falls over 25 years), so not sure how they are vacating ""drowning"" land. ",30,TheJediMaster
817,"Another angry muppet. The article is about Bill - enjoy it, after next year we won't be hearing too much about him. In fact we'll be hearing about coal for many more years than we'll hear about Bill. Hopefully about nuclear energy too.",43,TheJediMaster
818,"Really strong week by Turnbull. Managed to placate the coal, renewable and nuclear industries, started getting a vertically-integrated nuke industry off the ground, committed to Paris. Even sounded like Tone there for a bit - ""coal is good"". ",38,TheJediMaster
819,"Well good luck to him if he does. Religions of all persuasions seem pretty misguided these days. If Pocock is a religious nutter, well i guess that explains a bit.",30,TheJediMaster
820,Agree that Abbott's biggie failure was the inability to fix the deficit. He had to deal with an opposition in fiscal denial and a public unwilling to sacrifice anything themselves. But it was Abbott and Hockey's failure at the end of the day.  ,43,TheJediMaster
821,"Budget 2014 contained broken promises, so he could then wear the liar tag. Like all Prime Ministers before him of course. He did some good, little damage (sir Phillip probably the worst). FTA's, carbon tax, boats, many positives. Tried to fix the deficit but couldn't negotiate a hostile Senate, or a hostile public.  ",53,TheJediMaster
822,"Let's face it - Abbott will never be forgiven for his role in the fall of Saint Julia. Kev was never a real Labor bloke, collateral damage. But Jules, well. So can understand some anger at Abbott.  ",37,TheJediMaster
823,"Budget 2014 contained broken promises, so he could then wear the liar tag. Like all Prime Ministers before him of course. He did some good, little damage (sir Phillip probably the worst). FTA's, carbon tax, boats, many positives. ",38,TheJediMaster
824,The incentive is because the government taxes emissions under the carbon tax. Those taxes are then passed on to the consumer m who also pays more. Lose lose for Aussies.,30,TheJediMaster
825,"So what if they run post 2020 ? Means more CO2 being taken out of the atmosphere, which presumably is the main game. Intensity and efficiency are also not the main game. CO2 reduction is.  ",35,TheJediMaster
826,"Will industry process change ? Of course - that is exactly what DA does - pays for polluters to change their ways. Whether it's being funded by the government or by consumers through the carbon tax, there will always be a cost to the taxpayer (aka consumer).  ",47,TheJediMaster
827,In terms of waste our problems are rather bigger than couple of billion over a few years. Besides which the carbon tax took from us anyway - consumers directly as opposed to taxpayers.,33,TheJediMaster
828,"Not at all, your post tried to link the two. My proposition was rather simple - the Climate Institute seems to be fairly blinkered in a desire for a carbon tax (or ETS) and nothing else. In Europe the ETS has been an economic brake, although it has helped the climate.  ",51,TheJediMaster
829,"Perhaps if the CI are so dismissive of DA, they should propose no direct action at all, and leave us with the RET and ERT alone. Is that their preference ?",31,TheJediMaster
830,"Direct action is both cheaper that the carbon tax ($14 v $24) and by virtue of providing industry assistance, has a jobs growing aspect to it. So why would the CI be so dismissive of it ?",37,TheJediMaster
831,"The problem here is that the ALP has never learnt any lessons from the disastrous RGR era. They reject their fiscal record, reject the lack of policy and direction, and haven't embraced any generational change. ",35,TheJediMaster
832,Yes of course it is. Wonder who reckons that reducing an expense item (fuel subsidy) can be claimed as a revenue raiser - was that the Library or the Greens themselves ? What a classic. ,35,TheJediMaster
833,"Compensation isn't that hard to work out. You figure out the impact of a broadening of the GST and the rate rise on lower income earners, and provide compensation in packaged up with welfare payments. At the same time you reduce tax rates for middle and higher income earners who will bear the brunt of the consumption tax.  ",58,TheJediMaster
834,Those nice people at the Parliamentary Library no doubt have a great book collection. But why the Greens are getting their economic advice from the Library is a little odd.  ,30,TheJediMaster
835,"On the substance of the analysis, it's meaningless in the sense that ignores any lower income compensation package that would accompany a broadening of the GST. But of course the Greens won't mention that.",34,TheJediMaster
836,Well Daisy if you won't believe Treasury documents - the national report card on fiscal matters - then it's a bit hard to have a chat with you about the budget. Night.,32,TheJediMaster
837,One small problem with your argument - the budget numbers show the deficit peaked under Swan in 2013-14 and is reducing. See table 1 - revenue and expenditure over 45 years.,31,TheJediMaster
838,"Have a look at the details. It was based on Labor's PEEFO in August 2013 and Abbott's first MYEFO in November 2013. It's pretty silly to use that example Daisy, it was badly flawed.",34,TheJediMaster
839,Some of those unions must be very confused with Labor and their CFMEU focus. The Shoppies for example who lean more to the centre than the left must be flabbergasted by the influence that the the hard core have. Can't say Shorten has managed it well at all.,48,TheJediMaster
840,"Don't know which state you're in Jed, but in NSW those miners and developers have had a great relationship with Eddie O, Ian M and a bunch of other Labor types. Just ask ICAC.",34,TheJediMaster
841,"Daisy - well i'm glad that you buy The Oz. Great read by the way. Particularly loved today's piece by David Crowe today on this very topic, what did you think ?",32,TheJediMaster
842,"Hmmm .... 90%+ posters are Labor or greenies and you think thumbs ups are a kpi to a Coalition supporter. That's rather funny, and a little naive if i may say.",31,TheJediMaster
843,"The lesson Shorten needs to learn here is simple - don't oppose a building industry watch dog. If Labor hadn't shut down the ABCC, for reasons so obvious to most of us, there wouldn't have been a need for TURC.",40,TheJediMaster
844,"Oh well. Besides the fact that TURC will save taxpayers billions by cleaning up the building industry. And let's face it, the $300 billion in debt left by RGR was the high water mark in waste.",36,TheJediMaster
845,"Maybe they will. Yes it does seem odd dumping this late on a Friday night, but let's face it, everything TURC does gets criticised relentlessly by Shorten and the unions. You'd almost think they have something to hide ....",39,TheJediMaster
846,"Yep, a few bad employers too. But TURC has predominantly exposed the union shams, potentially billions of dollars worth of them. The $80m price tag is a small price to pay to clean up this blight on our economic and industrial relations landscape. ",43,TheJediMaster
847,"The back room deals which helped the union but was detrimental to the workers, the too many ""i do not recalls"", the tag of a witness who lacked credibility, the futile attempts to discredit and shut down the Commission. ",39,TheJediMaster
848,"The International Energy Agency has certainly woken up to them. Australia on track to reclaim #1 coal exporter status, coal exports to rise 40%, 1,000 new coal fired plants being built in India and China. ",35,TheJediMaster
849,"One was something about more spending, one was something about bashing corporates and i can't even remember the other one. Oh that's it, a $600 billion 50% RET. What a zinger.  ",31,TheJediMaster
850,"However granting control of a potentially strategic asset to the Chinese seems odd. The federal government is working on the development of northern Australia, the port will likely grow significantly. Presumably the new owners will be planning expansion.  ",38,TheJediMaster
851,"It should be under majority national control, especially as it's a critical and strategic piece of infrastructure. It's also a supply chain monopolist through which much Northern Territory agriculture flows.",30,TheJediMaster
852,Yes remember all the criticism. People laughed when Abbott said he'd stop the boats. They laughed when he said he'd turn them back. They laughed when he said he'd sell the boats. ,32,TheJediMaster
853,"Yes, the carbon tax worked to reduce emissions. It also worked to reduce our standard of living, unemployment went up a full 1%, exporters lost contracts. There's a very good reason why no other country on earth put in something so punitive.  ",42,TheJediMaster
854,"Direct Action was only introduced several months ago, and needs time to work. It really won't be able to be judged for a little while yet, so it's curious on what basis it's being dismissed already.",36,TheJediMaster
855,"Abbott did a reasonable job, the couple of broken promises in the 2014 budget probably started the slide. Some good wins. But since the change over the government has quickly become more cohesive, communicative and objective. The change has been successful so far.",43,TheJediMaster
856,"The rules were put in place almost 20 years ago in Kyoto. Since then we've changed our emissions profile, implemented counter measures and will achieve what we said we would.  ",30,TheJediMaster
857,"Malcolm's going so well that the alternate Prime Minister is so flustered he isn't even able to keep his car on the road without hitting others. A three year car crash in motion, oh dear Bill.",36,TheJediMaster
858,Turnbull and Key know well that the Australia NZ relationship is based on far more solid stuff than arguing abut a few crims. Presumably we can agree that the less crims here in Australia the better.,36,TheJediMaster
859,"Somebody must have forgotten to mention to this bloke that when economists want to crack a joke, the punchline always includes the word Greece. Go away mate, you're a sad joke.",31,TheJediMaster
860,"Helen - okay will cop that one on the chin. The point intended was about the outcry any time a government mentions the word ""welfare"". Everyone needs to contribute to budget reform.",32,TheJediMaster
861,"Yeah, Howard only had to deal with the Asian Financial Crisis and the tech wreck, nothing major. The GFC was a blip in the middle of the mining boom, hardly dinted the finances. How badly did Rudd and Gillard waste the mining boom ?",44,TheJediMaster
862,"Seems remarkable that having had six years in government to address corporate taxation issues, the Labor party seem to have only decided it's a problem in the last year or so. ",31,TheJediMaster
863,We all know that budget reform is needed on both spending and revenue. Everyone will need to contribute. Cutting outdated temporary levies which have a low impact seems like a good place to start.,34,TheJediMaster
864,"One theory is that CO2 doesn't cause anywhere near the heating that's been predicted, and there's a much closer relationship between solar activity and the warming seen in the latter part of the 20th century.",35,TheJediMaster
865,"The other thing COP21 could do is a bit of a refresher course on science and the models. Why have the models got a few key things wrong - temperature, Antarctic ice, climate sensitivity, and what's the plan to fix them ?",42,TheJediMaster
866,"In that NASA evidence link, they claim the Antarctic ice sheet was shrinking in 2005. Should anyone mention to them the current record ice levels, right here in 2015 ?",30,TheJediMaster
867,It's hard to work out what the protesters are seeking. They didn't seem to be demanding anything in particular. So what message do they want to send to Paris ?,30,TheJediMaster
868,"Presumably then Malcolm is seeing a 28% ERT as a strong signal. Labor's 45% is way over and above what any country is offering, but i guess Shorten enjoys being Robinson Crusoe. Warwick McKibbon estimates to get the 45% we'd need a carbon tax of $200 per tonne. Ouch.",49,TheJediMaster
869,"We can argue CT versus DA, but at the end of the day you can't provide a shred of evidence to prove that DA can't work. We'll have to wait until we start seeing emissions reductions to judge it.  ",39,TheJediMaster
870,Seems a bit odd to start having a go at the accounting rules. Commitments were made on our 2020 targets and Australia is going to honour them. Can't ask for more than that. ,33,TheJediMaster
871,"As for our 28% target - it's broadly in line many other nations - Japan, Canada, the Europeans. Haven't heard anyone proposing a target as crazy as 45%. Oh, wait on, the ALP has.",34,TheJediMaster
872,"Well maybe, bit nervous about using the term ""Paris"" and ""holiday"" in the same sentence right now. But seriously, have we ever seen a world wide forum with so little in terms of purpose ? ",35,TheJediMaster
873,"It would be much better if we had some scientists standing up and presenting some current facts - refute the hiatus for example, explain the growth in Antarctic ice, the expansion of Pacific islands, the failure of climate sensitivity predictions, the impact of solar radiation. Get a bit of debate going.",51,TheJediMaster
874,The thing that strikes me about Paris next week is that there's no key objective. There's no headline goal (e.g. 30% ERT by 2030) that is being worked towards. Have a look at their website: ,35,TheJediMaster
875,"Sure it raises a bit of revenue in the short term. But it decreases growth in the economy, which reduces government revenues. (we didn't run surpluses during the carbon tax years you might have noted). ",35,TheJediMaster
876,"But that's yesterday's debate. Today with Bill putting a 45% ERT and 50% RET on the table, he's got to put some numbers against it. And if Bill won't do the maths, then the media and government should.  ",38,TheJediMaster
877,"$600 billion over 15 years is the only starting point we have for the RET prediction alone. If people don't like that number, they should tell us why it's wrong.",30,TheJediMaster
878,"If Shorten plans to borrow another fistful of dollars, on top of the $400 billion of debt they've already put us in, surely the ball is in his court to tell us how much it will cost and how he'll fund it. ",42,TheJediMaster
879,"Lenore - you don't seem too fussed that the ALP are throwing out big numbers like a 45% ERT by 2030, without even providing any ball park costs. Surely that's the starting point in any comparison between the alternative policy proposals.  ",41,TheJediMaster
880,Glad you raised Hartcher - oh how the mighty have fallen. Coincidental this week that Turnbull landed on a Parisian runway - and met Ambassador Brady - without any fanfare.  ,30,TheJediMaster
881,"Exhibit A is Mr 15% - lazy, no ideas, thought he could walk to the Lodge of the back of Abbott. And look where it's got him - a national joke.",31,TheJediMaster
882,"It's fascinating the way that the left leaning press - the Guardian, Fairfax and the ABC - are trying to position the Coalition post-Abbott as a conservative version of the Gillard government post-Rudd.  ",33,TheJediMaster
883,"The constant attention that remains on Abbott, the twisting of any small story into some sort of factional divide (e.g. this story) and the suggestions that Abbott still eyes a return to the Lodge.  ",34,TheJediMaster
884,"Yes the CT was effective in cutting emissions, but it was also effective in cutting employment, growth and export markets. Economics should rank well above before environment, as most Aussies agree.",31,TheJediMaster
885,There's something ironic about the Chinese complaining about policy stability in Australia. The only thing that's changed in the past few years is some tinkering at the edges with the RET. ,31,TheJediMaster
886,"Bit early for that stiff single malt, but by Friday night i'd expect Brough will need one. Clearly he won't resign so Turnbull will need to tap him on the shoulder.",31,TheJediMaster
887,Seems whatever the headlines unless there's a single or scaled binding target there won't be anything to enforce. Could take 10 years for that. Why don't they aim for something like 30% ?,33,TheJediMaster
888,"Not sure i agree with him on troops-on-the-ground but the debate that he stirs up every time he gets anywhere near a microphone is hilarious, with claims of white anting, undermining and so on. The bloke is entitled to his opinion, if people don't like it they should ignore it.",50,TheJediMaster
889,The budget debate in Australia seems to go around in circles. Everyone knows we need to get back to surplus but nobody wants to accept less spending or more tax.  ,30,TheJediMaster
890,"Every government proposal seems to attract cries of""inequity"" the moment it's announced. But the budget is badly broken and unless we want to pass a massive debt over to our children, we better start paying our way.",37,TheJediMaster
891,"You're quite right about the economics. The more superannuation that retired people have, the less they will rely on the taxpayer. And that works at all income scales. A bit more incentive at the bottom end should be looked at too. ",41,TheJediMaster
892,"The Oz is definitely rightish leaning, in the same way the Guardian embraces left leaning issues like SSM, asylum seekers, climate change and bashing conservatives. Is there a problem with that ? ",32,TheJediMaster
893,So it sounds like there's a few countries who are prepared to make life harder for themselves for negligible benefit. And then there's the rest of the world - the majority - who aren't. ,34,TheJediMaster
894,"Either way, Kyoto, Copenhagen and Paris are more about intent than anything. So far Australia has said that we would comply and it looks like we will. And we're on the ground in Paris as part of the discussions. ",39,TheJediMaster
895,"One middle-aged woman draped in an Australian flag caught in the crowd was surrounded by 20 to 30 Antifa members who shouted at her to take that fascist flag off now""."" ",31,TheJediMaster
896,"The coalition for ambition sounds more like a coalition of division. Although does it now mean that Australia is in the good books in Paris, and the Chinese, Indians and House of Saud are the bad guys ?",38,TheJediMaster
897,The whole issue of the models and how their predictions have stacked up needs to be reviewed. Start with climate sensitivity predictions. Then come back with a new 2 degree forecast.,31,TheJediMaster
898,Good to see business taking a common sense approach to energy financing. From the carry on around this issue you'd reckon renewables are the only energy show in town. In reality they're only about 6%.,35,TheJediMaster
899,Is anyone else rather surprised that Bill - at 14% PPM and an approval rating of minus 38 (worst in 12 years) - is providing image lessons and character assessments ?,31,TheJediMaster
900,"We're all unusual in our own way i guess. But honestly Bill, boasting a 14% PPM rating, do you really think that you should be dishing out character assessments and image analysis to Tony Abbott, or anyone else for that matter ?",42,TheJediMaster
901,"Coal's market share might be declining, but because energy markets are growing, the amount of coal demanded is still expanding. The ASEAN nations for example expect coal demand to rise 40% in the next 25 years. ",36,TheJediMaster
902,"Climate conventions like COP21 really should be presenting facts and forecasts, not become an ideological opponent of existing fuel types. When will they start going after petrol for example ?",30,TheJediMaster
903,"Boy oh boy this is one confusing climate change conference. One moment Australia is being praised for backing carbon markets, and on the same day we're being slammed for pointing out the obvious - coal-powered power generation isn't slowing down anytime soon. ",42,TheJediMaster
904,"It's probably better if he does move on, but if Abbott does decide to stay then hopefully it would include a good long chat with Turnbull beforehand. If they can reach a mutually acceptable working relationship, then Abbott could continue to make a positive contribution to the Australian parliament and people.",51,TheJediMaster
905,That's odd - when Obama was here in Australia a year ago for the G20 he was rude enough to suggest to our conservative party that they weren't doing enough about climate change.  ,33,TheJediMaster
906,"Beside a bit of complexity and the names of the revenue and spending items, how does managing the household budget differ from the national ones ? The principles remain the same.",31,TheJediMaster
907,The ABC on the other hand - with their 45% of journos confessing to be Greens supporters - is far more about pumping us full of their progressive ideology than anything else.  ,32,TheJediMaster
908,"The bad news is they're an appalling results for Australia. Over a decade of deficits, half a trillion in debt. We're leaving the kids with a noose, not a golden goose. ",31,TheJediMaster
909,"The ANAO recommends that, as a matter of priority given the significant amount of Commonwealth funding that is involved, the Department of the Treasury recommend to the Treasurer that he make a determination requiring the return of the $1.5 billion paid to Victoria in relation to the East West Link project.",51,TheJediMaster
910,"Australia was built on roads and coal mines. The latter will phase out over a few decades, but you make roads sound like a bad thing, in a country as large as Australia.  ",33,TheJediMaster
911,"Ha if your point is that an incoming Federal government might want to support their state counterpart, and make their predecessors look even worse than they were, well I guess they're guilty as charged !",35,TheJediMaster
912,"Actually John the accounting principles are rather straight forward - dodgy accruals. In 2011-12 our spending had exploded to a whopping $371 billion. To give the illusion that spending had fallen during the ""we've returned to surplus"" fairytale, Swannie transferred a heap of expenditure to the 2013-14 year, taking it out of 2012-13. ",53,TheJediMaster
913,"As a result spending in the latter was reported as $367 billion (lower than the previous year). But of course by robbing Peter to pay Paul, spending bulleted back up to $ 406 billion in 2013-14. As a result we got wobbly looking deficits: ",44,TheJediMaster
914,Of course anyone with half an accounting brain knew exactly what Swan was up to at the time. You should have seen some of the other tricks he was up to as well.,33,TheJediMaster
915,"Or you could look at it the other way around - consumer demand for fossil fuels grew exponentially, and suppliers did just that. Meant people stopped suffering from hunger, cold etc. Glass half full approach. ",35,TheJediMaster
916,"But given the goal is now 1.5 degrees and we're apparently two thirds of the way there already, is there any detail on how the world (Indians and Chinese excepted) plan to get there ?",35,TheJediMaster
917,"You're looking at emissions projections, not the inventory But what is amazing is how we've been on a downward path for years, but apparently emissions are going to explode in the next 15 years. What baseless crap.",37,TheJediMaster
918,We must be looking at different tables. The one here is a 2013-14 to 14-15 sectoral summary. Nothing to do with 2030. That link you sent doesn't look the same.,30,TheJediMaster
919,"If your point is the carbon tax reduced emissions, nobody disputes it. Nor that unemployment shot up as a result, GDP growth fell and exports were hammered. Which is why nobody else has one.",34,TheJediMaster
920,"Well we all know how wrong the projections / models have been, but it's confusing what you're reading. The NGGI is a stocktake of the current state of play, not a forecast. The term 2030 doesn't even appear in it.",40,TheJediMaster
921,"It's a brave person who claims that Australia's emissions are rising. The NGGI report clearly shows a downward trend in CO2 emissions overall, and in most sectors over the past ten years.  ",32,TheJediMaster
922,"Not quite sure what you're on about, but don't you find it fascinating that the article fails to mention that the last quarter was 0.3% below the 3rd quarter, or that our trend is firmly down ? ",37,TheJediMaster
923,"In fact we're over 10% below 2005 levels, not bad. This report seemed to neglect that, speaking of cherry picking. Did you get a chance to read it btw ?",30,TheJediMaster
924,"Had a good read of the NGGI this arvo, and you'd have to question some of the measurements. When the headline numbers are ""Seasonally adjusted and weather normalised"", it's hard not to smell a rat. Notably the unadjusted emissions are below the reported outcomes. ",44,TheJediMaster
925,"Duck for cover, cue the cries of ""work choices"". Of course any sensible IR changes will be nothing of the sort, but we can hear Ged and Dave yelling already.  ",30,TheJediMaster
926,"It's one thing to have a go at Hunt, but people seem to have forgotten that ultimately the Queensland government are responsible for the approval of the port, and the mine. Perhaps they should be the object of any outrage.  ",40,TheJediMaster
927,"But the suggestion that coal kills is pretty ridiculous - how many lives are saved by heating, lighting, clean water, cooked food etc ? Not to mention quality of life.",30,TheJediMaster
928,"Don't you just love the advocates titles - ""community campaigner"" from 350.org. Campaigning for which community - the unemployed of Bowen, Indians without access to clean water or energy, Australian taxpayers who'll benefit from royalties and income taxes - which community ?",42,TheJediMaster
929,"But also think hard about those New Years resolutions for 2016 - an explanation of the hiatus, the record high Antarctic ice (both sea and land), the climate sensitivity problems in the models and those expanding Pacific Islands could be just the tonic for the new year ! ",48,TheJediMaster
930,"Well you'd have to agree that evertime the Coalition return to power, there's always a big Labor debt to repay. Happened every time since WW2 (thankfully only four times though).",30,TheJediMaster
931,"Perhaps if you stop thinking of our tax system as a bunch of concessions, things might seem fairer. Don't forget that the top 10% pay 50% of all income tax, and 50% of families pay zero tax overall. ",38,TheJediMaster
932,"Hardly an excuse Rhonda, just a simple but sad reality. Labor started with a surplus, and turned it into the greatest spending spree ever seen in this nation. In their genius they didn't even work out it would mean years of record deficits.",43,TheJediMaster
933,"It's pretty hard to criticise a healthcare system which produces numbers that good, but of course we'll hear that the government is deliberately targeting the frail, the poor, females, the aged. Rubbish. If Labor hadn't wrecked it, the Coalition wouldn't need to fix it.",44,TheJediMaster
934,"Why would you make such as silly statement as claiming the deficit is doubled ? Swan left a $48 billion whopper, it's below that now but has a long way to go before we can start repaying debt.",38,TheJediMaster
935,"But where should the public stop funding, where's the line - should the taxpayer be paying for a smoker's quadruple bypass, for laser eye surgery, for a motorcyclists prosthetic leg ?  ",31,TheJediMaster
936,"How kind of you. The government does fund most of it anyway, but if we keep adding some of the specialised additional services to the public purse we'll be broke faster that you can say ""elective surgery"".",37,TheJediMaster
937,"No certainly don't want a US style system, but there also has to be acknowledgement that the government can't provide all health care costs. We gold plated our electricity supplies and look at the cost - now we're heading down the same path with health care.  ",46,TheJediMaster
938,"The spending has to be curtailed at some point. Even King knows this, but refuses to admit it. She's just cherry picking here, going for the most emotive argument available - the potential cancer patient.",35,TheJediMaster
939,Windsor claims he's a better than 50% chance of contesting this year's election. Not sure why he'd bother - but would he be an independent or a Labor candidate ?,30,TheJediMaster
940,"Next she might start up on fiscal matters, where her own estimates were out by half a billion bucks each week, every week of RGR. The $106 billion woman according to Janet Albrechtsen.",33,TheJediMaster
941,"You're not going to get much innovation or progress with a nationalised health system. Having a strong private sector medical market raises the bar, and pushes down the cost to government.",31,TheJediMaster
942,There they go again - Labor and the Greens simply refuse to acknowledge our disastrous spending levels and dangerous deficit. Fiscal pygmies. Good thing they won't get a say in the changes. ,32,TheJediMaster
943,"And to think, with a pap smear required every 2 - 3 years, the impact of this will be less than fuel excise indexation, which was about 7 cents per day.",31,TheJediMaster
944,"I'd wouldn't be conflating issues like the Matildas with Mel. The Matildas get paid a pittance because they can't draw a crowd, which is the real barometer of popularity (and value) in sport. ",33,TheJediMaster
945,"Mel copped some stupid comments - it was cringe worthy to watch live. But unless the author here has spoken to her, it's just as disrespectful to describe what emotions she should be feeling. Almost as bad as the Gayle suggestion that Mel shouldn't be blushing.",46,TheJediMaster
946,"There's still an upbeat mood flowing from Paris amongst the climate change lobby. The last day deal was a solid achievement although there's plenty of skepticism on the real climate impacts. Either way, getting world leaders to all agree was a triumph in diplomacy by the French.  ",47,TheJediMaster
947,"If that's the case then Clements is going to make getting his next job rather trickier. The alleged incident was bad enough, not recognising the transgression even worse. Is he trying to make this a he said / she said ?",41,TheJediMaster
948,"Given Foley's missing in action, it won't even be good enough for Shorten to hide in the vegetable section of Woolies and pretend this is a state matter. The issue has been around for a while now and it's time for Bill to show voters whether he is a person of principal, or a mouse full of hot air.",59,TheJediMaster
949,"Turnbull has set the benchmark here forcing Briggs to stand aside. Let's now find out if Bill ""i want a report"" Shorten treats the matter with the same seriousness that Turnbull did.  ",32,TheJediMaster
950,"He might even find some frozen zingers in that aisle too Tim. After which, Bill might proceed to the kitchen accessories aisle to show journos his favourite type of GST-cutting knife. Or is that a RGR backstabbing knife ? ",39,TheJediMaster
951,"Did he happen to mention to any of them that his new carbon tax and renewable energy targets would send energy prices through the roof again, or is he saving that one for a rainy day when nobody might notice ?",41,TheJediMaster
952,"Most Aussies recognise that we need to fix the budget, but nobody's prepared to take a cut themselves of course. Shorten offers nothing by way of spending cuts, when it's at 25.9%.  ",32,TheJediMaster
953,"Worst of all - in Bill's first day back from holidays after the year of ideas, his first action was to head to Queanbeyan and complain about the GST. Wow.",30,TheJediMaster
954,"No Daisy, Kev was guaranteed an election thanks to the leadership rules. Bill could fall on his sword of course. Abbott - yep still reckon he would have beaten Shorten, but alas we'll never know.  ",35,TheJediMaster
955,Nope didn't say that - everyone's going to have to contribute to budget repair. But it's pretty stupid attacking the GST when the impact of an ETS / RET would likely have a worse effect on poorer Aussies.,38,TheJediMaster
956,"It's such a silly and transparent line Shorten runs - he wants to attack a potential GST rise but ignores the obvious comeback - his new carbon tax with its price, growth and jobs impacts.",35,TheJediMaster
957,"You'd have to ask Malcolm, I just said i'd love to see it. Bill struggles to string a structured sentence together much of the time, can't imagine Malcolm would be too worried whether he goes first or second.",38,TheJediMaster
958,"Credlin had quite a ball at the snow a few months ago, she even stayed in a nice house with a river view, quite apart from Abbott, and sans Brian. A little bit of insight for both yourself and Bernie.",40,TheJediMaster
959,As Malcolm pointed out - perhaps you weren't listening - the main benefit of the Cayman investments is no chance of conflicts of interest arising. The tax is paid here in Australia.  ,32,TheJediMaster
960,"Oh well, Bill's year of ideas has fallen pretty flat. He should probably try to hold the volume-11 scaremongering until the election campaign, but it looks like he's got no other option left.  ",33,TheJediMaster
961,"You couldn't really call it luck - Abbott's done well to make the seat his own. His best move now would be to retire, go out undefeated inhis seat at least.",31,TheJediMaster
962,"¡°WA Labor became aware of this following a query from The Australian. Having become aware of this omission, WA Labor has disclosed the donation to the AEC as an amendment to the 2012-13 disclosure.¡± ",34,TheJediMaster
963,"Flintoff is right - Gayle did make a pork chop of himself. But it was hardly a hanging offence, and certainly shouldn't exclude someone that exciting from being part of BBL6.  ",31,TheJediMaster
964,Ruddock shouldn't be pushed but Bishop should. Abbott made many mistakes but being loyal to her was his final downfall. Her helicopter exploits and treachery was a stain on the principles of the Libs.  ,34,TheJediMaster
965,"Yeah, that showed just how much she's lost it. My sister used to work for her and I've been in her APH office a couple of times but what an embarrassment she's become.",33,TheJediMaster
966,"Even as a Liberal supporter I'd have to say to Bishop and Jones, the damage you've both done to the party has been significant. There's no place for either of you. ",31,TheJediMaster
967,Channel 10 isn't exactly known for its vibrant and extensive political coverage. Having leftie hacks like Bongbongo running their political coverage never helped either. So there's every chance that the Bolt report has been close to their most successful political program. ,41,TheJediMaster
968,"The ABC on the other hand run wall-to-wall left wing partisan group think. That it costs we taxpayers a bunch of wasted dollars is disgraceful. Might be even better to put it into health or education, at least there might be a national benefit.",44,TheJediMaster
969,"Mal's made a pretty good start in many areas, although national security hasn't been one of those. Good move to head over to Iraq and show his face on the ground, meet the troops. ",34,TheJediMaster
970,"Has anyone heard Shorten actually say the words ""15 percent"" ? Since that December Newspoll he's been very reluctant to say the words. Although speaking through a lettuce seems to help.",31,TheJediMaster
971,"Surely by now he should have leapt out from behind a lettuce leaf to attack this proposal as harsh, unfair, cruel, impacting working Australians with Labor values (read: unions) and the disadvantaged.  ",32,TheJediMaster
972,"There's so much talk about the impact of ""concessions"" on the budget. Apparently these include the difference between the capital gains tax rate and top marginal income tax rate, the difference between the top tax rate and the superannuation tax rate of 15%.  ",43,TheJediMaster
