id,text,length,author
2895,"Well of course they would, but your argument is a nonsense because we don't have these boats crashing into rocks on our shoreline anymore because the government have shut down the people smuggler operations. Everyone wins.",36,TimOfAltona
2896,"A very good thing these kind of events, think Christmas Island here, are a thing of the past since Labor and the Greens were booted out of government in Australia in 2013. ",33,TimOfAltona
2897, The left don't like it or a whole number of reasons......... and I would never suggest that the left condone people drowning at sea...however I do look forward to the day when someone from the Labor/Greens cheer squad concedes that it is a good thing that we have effectively stopped the mass drownings occurring in the seas between SE Asia and Australia because the people smugglers business model has been disrupted and boats are no longer leaving in their hundreds each month bound for Australia.,86,TimOfAltona
2898,"Anybody would think, reading comments in this thread, that Sydney has never experienced heavy hail before and you would also think that, according to the cheer squad for Labor and the Greens, that this event is god's punishment for us voting in a conservative government. ",46,TimOfAltona
2899, It follows that if a Labor/Greens government were still in power this event would have happened because Tony Abbott is destroying the planet with severe weather events never seen before in the past 200 years. ,37,TimOfAltona
2900,"I am in Paris currently, and I would dearly love to invite the Australian Labor/Greens cheer squad members so indignant and damning of the Australian government policy on immigration to take a walk with me through some of the migrant suburbs (ghettos) here in Paris where even the police are highly cautious about entering.The result of  migration, most of it from Africa. (albeit France allows people from former French colonies to join relatives in France)  You feel for these people...but what a disaster for the economic and social cohesion of many French urban areas where migration is out of control. Lessons indeed for Australia.",106,TimOfAltona
2901,"You need a reality check pal. migration from Africa to Europe cannot continue without serious negative social and economic consequences, starting with thousands of people drowning in the oceans along the way.",32,TimOfAltona
2902,What a sensationalist and misleading headline. David Marr employing a little poetic licence perhaps? I don't see anywhere where Farage says Tony Abbott is too tough on immigration. He in fact says the opposite and has praised Abbott for showing European leaders how to deal with the boats from Africa.  ,52,TimOfAltona
2903,"That may be so - have not seen any data around that supports your claim, but my point is attempting to link Australia's teen suicide rate with detention of asylum seekers is a nonsense.... NZ has a far higher rate of teenage suicide per head of population than Australia and NZ don't even have asylum seeker families in detention. The two issues, whilst complex, are entirely separate.",67,TimOfAltona
2904,"errr...not really. Thankfully, Australia is quite a way down the list..........NZ is way ahead of Australia as are many other 'western' countries. Attempting to link these two subjects is meaningless.",30,TimOfAltona
2905,"Yes, pave the way and encourage tens of thousands more to try and make the voyage by sea and send hundreds or thousands more to their death by drowning. ",30,TimOfAltona
2906,The last Labor/Greens government in Australia gave the insidious people smugglers a working business model with the same results we are seeing in the Mediterranean ie: people drowning in their thousands.,31,TimOfAltona
2907,So far all that has happened is the Dept of Immigration have followed the rules regarding this situation. It is now up to the minister/government to overrule the immigration rules for this case or have it enforced. ,38,TimOfAltona
2908,"Julian Burnside completely ignores the fact that thousands of people have paid with their lives by drowning en route at the hands of people smugglers....what about all these dead men, women and children Burnside...don't they figure in your 'open borders, we should take all comers' utopia? ",47,TimOfAltona
2909,"Well, I for one am proud that Australia has largely shut down the insidious people smuggler trade in this part of the world and quite possibly saved thousands of lives in doing so. ",34,TimOfAltona
2910,"No one likes to see or hear of Australian politicians being investigated for possible criminal acts/activity. Reflects badly on the party, the ALP in this case, and does nothing for the standing of politicians overall.  ",37,TimOfAltona
2911,"I'm with you, we would not want any good to come out of this in case it makes Abbott look good. Let's all hope it is a disaster so we can keep on manufacturing hatred towards Abbott.  ",39,TimOfAltona
2912,"You goose, why would the PM of Australia visiting Turkey not meet with his counterpart to discuss items of mutual interest to both nations? Your problem I suspect is that you only want to see a Labor PM meeting with the Turkish PM. ",44,TimOfAltona
2913,I've notice some commentators in the last couple of days trying to lay the blame for what's happening in the Mediterranean on Tony Abbott. Claiming that he has not stopped the boats due to people drowning in their thousands off the coast of North Africa. ,46,TimOfAltona
2914,"Oh the irony....I think you will find the government will be the first signatory on the petition. No one, including the government want these places operating, hence they are being emptied out as soon as is practicable....only a matter of time and you won't be needing anymore petitions - they will be closed - just like when Howard sorted this out when he was PM.",65,TimOfAltona
2915,"Grubby comments directed at a person's appearance or clothing are best left out of these threads, hence the story is not open for comments...the issue is the good work Bishop is doing in Iran, not what she happens to wear which seems to be the main focus of attention for the Labor/Greens cheer squad IMHO.",55,TimOfAltona
2916,"The article is about thousands of men, women and children drowning at sea and all you want to do is encourage more people onto people smuggler boats to try and make the journey. No wonder your side of politics got thrashed and booted out at the last federal election in Australia.",51,TimOfAltona
2917,"Like so many other apologists for the people smugglers you go into hiding when hundreds of men, women and children drown at sea because you would rather they keep coming just to be able to say Abbott's policies have failed. ",41,TimOfAltona
2918,"Southern Europe need to take a look at the successful Australian model for taking back control of your borders, shutting down the people smuggling operations and preventing wholesale drownings at sea.",31,TimOfAltona
2919,"Funny thing is while they are carrying on blindly attacking Ley for fear this makes the government look good, there is a sentence in the article that goes something like this..... ",32,TimOfAltona
2920,This begs the question - where are UNICEF when dozens of children are drowning at sea after being lured to Australia on people smuggler boats. Where are the UNICEF condemnation of boats departing Indonesia for Australia and where is UNICEF's praise for the Abbott government in preventing the hundreds or perhaps thousands of deaths at sea. ,57,TimOfAltona
2921,"Also, there is nothing that shows the interests or well being of the children and their parents are compromised by going to Cambodia - sounds like Cambodia is immeasurably better than the processing centre in Nauru.",36,TimOfAltona
2922,Proud moment for Julie Bishop and Australia....playing on the world stage with the big boys...Kevin Rudd must be green with envy. Bishop has been impressive with her forays into global events and it's easy to see why she is a contender for leadership of the Liberal Party. ,48,TimOfAltona
2923,Clearly the left feel threatened by such a strong and intelligent woman who is on the conservative side of politics - largely I suspect because their side lacks any female with the calibre of Julie Bishop...Penny Wong probably comes the closest after that the cupboard is bare. Herein lies the problem for the ALP - almost zero depth of talent in their ranks apart from perhaps 5 individuals and only one of those is a female.,76,TimOfAltona
2924,Bishop is shining on the world stage and good on her......your bitterness over losing the 2013 election is on display for all to see. Clearly strong and intelligent conservative women present a clear and present danger for you.....time to pull your head in and acknowledge that Julie Bishop has done a great job as Australia's FM - all you can do is attack the clothes she wears...you were quick to demonise people who criticised Julia Gillard's dress sense and here you are doing exactly the same thing against Bishop? ,90,TimOfAltona
2925,Nobody wins out of that - in fact people get injured and it was a good thing BNE was spared that - as much as the socialist left would have enjoyed the prospect of street battles with the police.,39,TimOfAltona
2926,"Daisy, I really think it's time you pulled your head in on trying to vilify Abbott over the action he is taking on tackling domestic violence - this is above politics, yet you persist in trying to find an angle to try and attack Abbott over this....listen to Daniel Andrews comments this afternoon, he praised Abbott for his leadership over this issue.",62,TimOfAltona
2927,I had not realised until this thread that Rudd is not exactly the poster boy for the Labor cheer squad.....didn't he save some of the furniture for you guys in the 2013 election? ,34,TimOfAltona
2928,Rudd was always going to chase this dream of his to lead the UN.....holding onto the Australian Prime Ministership was the perfect lobbying stepping stone/platform for him to land the top gig at the UN....then disaster struck for him when he lost the 2013 election. ,46,TimOfAltona
2929,Helen Clarke (former Labour PM of NZ) was probably well ahead of Rudd in the pecking for the top job anyway. Don't discount that Clarke could well be the first female UN Secretary General.,34,TimOfAltona
2930,"So, a poster boy for the refugee advocate groups and the Greens who are actively trying to stop people being sent to Nauru is  to put on a show for the asylum seekers the detention centre??? ",38,TimOfAltona
2931,"Chances of a change back to a Labor/Greens government unlikely though - the success of the government's asylum seeker policy and stopping the boats is, on it's own, enough to return the current government IMHO.",35,TimOfAltona
2932,"All boats are either pushed back, towed back or occupants transferred to other boats and returned to Indonesia - people can't reach Australia by boat and if they do, they are transferred to detention centres in other countries in the region - they never get to Australia. ",48,TimOfAltona
2933,Australia has dealt with this issue by denying the people smugglers a viable business model so the customers have stopped handing over money and the asylum seeker boats have stopped departing Indonesia. ,33,TimOfAltona
2934,There is already a regional solution in place under the current government and it has done the job - no more boats arriving in Australia and no more drownings at sea. Soon it will also see no more offshore processing centres as well. Everyone wins.,45,TimOfAltona
2935,My understanding of a Royal Commission is it needs to be initiated by the government of the day so as the LNP and Labor are as one with this it will never happen. ,34,TimOfAltona
2936,Morrison and Dutton are to be congratulated and will be at the ballot box in next years federal election which I suspect is really at the crux of your displeasure over this. .,33,TimOfAltona
2937,Giving asylum seekers who arrive by boat residency in Australia provides the people smugglers with the perfect business model - like the one Labor and the Greens gave them a few years ago. Result - hundreds of people smuggler boats departing Indonesia carrying thousands of asylum seekers with 1000+ drowning along the way. ,54,TimOfAltona
2938,You may be a bit confused about this.....the Australian troops are not going to Iraq to fight anyone..they are going on a mission to assist train Iraqi army recruits in how to defend the country against IS insurgents. There is a big difference. Read the article again.,47,TimOfAltona
2939,It's time the left stopped blaming the media for the inadequacies of their party - time to face up to the fact that the ALP and their Greens partners are in no state to govern the country. ,38,TimOfAltona
2940,"Stop blaming everyone else and try and work out how Labor can reform, rebuild and try and work themselves into a credible alternative government in the years ahead. Start by taking a good hard look at your leader....there is a major problem for you right there in Bill Shorten.",49,TimOfAltona
2941,Glamorpig does want to hear about those things - he is on a mission to vilify the Australian government even if it means he ignores IS atrocities to achieve his aim.,31,TimOfAltona
2942,"Along with the UK, USA, NZ, France, Saudi Arabia, Canada, Jordan, UAE, Bahrain, and Qatar - yep they all bask in giving IS dream coverage by sending support troops. ",30,TimOfAltona
2943,So who is Bill Shorten hiding behind? Labor would be doing the same thing if they were in government. There is a valid reason why we are going on this training mission - presumably you want to see IS defeated? Or maybe not.,43,TimOfAltona
2944,Good to see Labor backing the government on this initiative and a shame Milne is doing her usual pacifist routine even it means allowing IS to continue their genocidal rampage through Syria and Iraq. ,35,TimOfAltona
2945,"A week is a longtime in politics....18 months is a lifetime. The polls will bounce around for Abbott, but no question if Turnbull were to take the leadership, the ALP will be be all but gone - I think the ALP focus groups have already alerted them to that fact, hence Shorten ramping up the anti- Turnbull rhetoric. (Shorten, along with the rest of the ALP know their best chance lies in Abbott holding on to the election) ",79,TimOfAltona
2946,"If Abbott were to hang on, a lot more media scrutiny will be applied to Shorten, what he stands for, how would he perform as PM, what direction would he lead the government, what are his costed policies and where does he stand on red hot contentious issues such as stopping boats, Budget deficits, managing climate change, relationship with the Greens, union control, relationship with Labor's left faction and any past closet skeletons which may emerge. ",77,TimOfAltona
2947,Fair to say the LNP are on track to return to government next year - somewhat easier task if Abbott was to stand aside and allow Turnbull to hop into the driving seat. ,34,TimOfAltona
2948,"I'm with you, we only want to see a Labor government punching above their weight...then again, can you  seriously contemplate Tania Plibersek heading off to Iran to play with the big end of town??? I think not. ",39,TimOfAltona
2949,"The NZ government,both NZ Labour (who originally introduced the GST) and the current conservative government under John Key had the political courage to increase the GST from the original 10%, then 12.5% then 15%. ",35,TimOfAltona
2950,I'm with you - keep following the trail and eventually it will lead to Tony Abbott's office and no doubt the blame for these slogans on rental vans will lie with the PM.,33,TimOfAltona
2951,"Well, as expected the Labor/Greens cheer squad are suddenly all pro-Iranian and hope and pray that Iran will not accept their economic refugees back to Iran...why? Because it is the Abbott government wanting to return economic refugees. ",38,TimOfAltona
2952,Presumably had Abbott announced Iranian economic refugees would all be granted visas to remain permanently in Australia this thread would be choc full of comments attacking the Abbott decision and insisting the economic refugees be returned to Iran. ,39,TimOfAltona
2953,Economic refugees need to go through the proper channels to be allowed to resettle in Australia - not pay people smugglers handsomely and expect Australia to accept them to the detriment of genuine asylum seekers who are going through the UNHCR program.,42,TimOfAltona
2954,There is a limit as to how much longer you can subsidise people who choose to live in tiny communities in remote areas where there are no jobs and little or no services/facilities. ,34,TimOfAltona
2955,Billions of dollars of 'aid' have been poured into indigenous communities (if that is what you are referring to) by successive governments for decades.....not much to show for it. ,30,TimOfAltona
2956,"Now c'mon, I have seen literally thousands of posts in these threads announcing that all Labor have to do is 'be there' in 2016 and they will smash the LNP - irrespective of leader.",34,TimOfAltona
2957,"The problem is the dogs breakfast senate...apart from the usual Labor/Greens cabal, a mish mash of misfits, some of whom sit in the senate after receiving less than 1% of the primary vote...if there was ever a case to overhaul the senate voting/preferencing regulations this current senate is a prime example.",51,TimOfAltona
2958,I often wonder what the ALP relationship with the Greens would be like if Albo was leader...would he embrace them for political survival as the Labor left did under Gillard or would he hold firm on Labor principles and fashion the Labor opposition to stand on their own two feet without doing deals with the Greens to get the ALP over the line? ,64,TimOfAltona
2959,"Seriously, the left need to abandon their bizarre fascination/obsession with events in Europe some 70 years ago to try and prosecute their case. It holds zero relevance to 2015 Australia &amp; totally falls on deaf ears except within their own tiny cabal.",42,TimOfAltona
2960,The left need to abandon this bizarre fascination with a period of history going back some 70 years ago to try and prosecute a case - zero relevance to Australia in 2015.,32,TimOfAltona
2961,"Unfortunately some of these 'asylum' seekers have either negative security assessments against them, or they have found to be non-genuine refugees (ie economic) and they also happen have children with them. The children are there because their parent/s want to keep the family unit together...no easy answer. ",48,TimOfAltona
2962,You deliberately missed the point - we don't need official government reports to know what is going on at sea... there are possibly hundreds of people at the start and end of the journey that are looking out for people departing on boats......social media is a powerful medium ........,49,TimOfAltona
2963,"It is seriously only a matter of time before there are no children in offshore detention, in fact there will be noone in offshre detention and the facilities are closed down. ",32,TimOfAltona
2964,"Before you reply saying how do we know it has stopped? Simple, no boat departs Indonesia without both satellite phone communication plus people both in Indonesia and friends/family/refugee advocates in Australia knowing exactly who has left on that boat....if the boat goes missing or is in distress media and SAR authorities are alerted fairly quickly. There have been no such reports of boats/people missing for a year or more. During the last Labor government boats were being reported missing almost weekly.",81,TimOfAltona
2965,Burnside will twist this around - the people smugglers need to be shut down - Julian will no doubt argue that people smugglers have rights too and argue that they be allowed to continue their trade in transporting people who pay them to enter Australia illegally by sea outside the UNHCR program. ,53,TimOfAltona
2966, - you will need to wait until the next Labor/Greens government is in power before the people smugglers get the required business model to re-start sending hundreds of boats laden with thousands of asylum seekers to Australia along with the associated horrific drownings at sea.,46,TimOfAltona
2967,I'm with you - thousands of asylum seekers are secretly landing on our shores each week and transported off to secret detention centres in the outback. Their boats are secretly destroyed in secret locations. ,35,TimOfAltona
2968,"C'mon Tony, you know as well as I that as soon as Abbott comments on a situation or issue you and your fellow cheer squadders shoot him down in flames for opening his mouth..so I guess it annoys the crap out of you when he says nothing - but you still attack him.....for saying nothing. ",56,TimOfAltona
2969,"The people smuggler boats have stopped arriving laden with asylum seekers, so the good news is that offshore processing centre populations are not increasing...it is now just a matter of time before they are emptied and closed. ",38,TimOfAltona
2970,That all started well before the Coalition came into government - Detroit made the decision when Kim Carr (no pun intended) was Industry Minister. The result would have been the same whether Labor or Liberals won the 2013 election. ,40,TimOfAltona
2971,"Bottom line - Australia cannot compete with the low labour cost in India, China, Malaysia and Thailand...hence many automotive brands are relocating manufacturing to those countries. Australia labour costs are just too high to manufacture motor vehicles....are you listening ACTU????",40,TimOfAltona
2972,I'm confused.....when the Newspoll returns a lead for either Abbott or the LNP these threads are flooded with comments attacking the credibility of the poll and how it's all a Murdoch conspiracy...yet today when the Newspoll shows Shorten and Labor ahead no-one is attacking the credibility or bonafides of the poll...everyone is in lockstep with Newspoll. ,57,TimOfAltona
2973,Targeting Abbott because he took steps as PM to protect Australia from the scourge of radical Islamic extremism only goes to show the ineptness of their argument......a Labor/Greens lead government would be taking the same measures to protect Australians from the threat of global terrorism - it's what we expect our leaders to do.,54,TimOfAltona
2974,"Labor were only able to do that because of the massive surplus gifted to them by the previous government....also congratulations Daisy, you have posted a comment without the words ""Tony"" or ""Abbott"" ...a first??",34,TimOfAltona
2975,"Here's a tip for you.....had the role of HRC commissioner been occupied by a male making the same findings and comments as Triggs, he would have been dealt with in the same way. Gender has nothing to do with it. ",41,TimOfAltona
2976,I'm sure Coles and Woolies would love to get a piece of the action here...probably be good for competition but no good for the small independent chemist shops who need the higher margins to survive.,35,TimOfAltona
2977,"You gotta say, of all the hundreds if not thousands of photos taken at the G20, the Guardian select one of Abbott and Putin holding koalas to headline this story? ",31,TimOfAltona
2978,No one knows because they have adopted a small target tactic in opposition....at some point Shorten will need to be flushed out and reveal his alternative solutions to tax reform...and I don't mean at 10pm on the night before next years federal election.,43,TimOfAltona
2979,"It is inevitable the rate of GST will increase in this country. The report is right, Australia has one of the lowest GST rates in the developed world and in my view this needs correcting. ",36,TimOfAltona
2980,"You only have to look across the Tasman where NZ increased, on a much broader base too, their GST from 10% to 12.5% over the space of a few years, then more recently to 15% under a conservative government lead by John Key who not too long ago was returned to power in a record landslide victory against NZ Labour. ",61,TimOfAltona
2981,"There is a message in this.....the ALP lacks the courage and fortitude to adequately progress Australia's tax reform agenda, particularly the all important GST increase. It will only be under a Liberal government that real tax reform will be achieved in Australia. ",43,TimOfAltona
2982,Perhaps the ALP can take a leaf out of the NZ Labour handbook - Labour introduced GST in NZ in 1986 and then it was a Labour government that increased it to 12.5% in 1989. ,36,TimOfAltona
2983,"If Shorten wants to start making a name for himself and show some leadership he needs to start engaging with the government on tax reform measures and yes, this includes discussion on GST.",33,TimOfAltona
2984,"Good comments by Baird......collaborating with Labor over important reform reflects great leadership by Baird and provided they can get it right, will only result in giving people more confidence and trust in their politicians - from all sides.",38,TimOfAltona
2985,"Labor and their cheer squad would do well to pay more attention to people like Martin Ferguson, Michael Costa and Richo - they tell it like it is and don't Labor luvvies hate that!",34,TimOfAltona
2986,Mate you need to get over your daily obsession with the media....blaming the media for Labor's failures is living in denial that a major overhaul of the ALP brand and policies is required. ,34,TimOfAltona
2987,"Mate, no matter how much lipstick you try to apply to the Labor pig, it is still a pig and they suffered their 2nd biggest loss in NSW since the formation of the ALP in 1891! ",37,TimOfAltona
2988,Sums it up perfectly. Baird has 4 years for him and his team to deliver on his mandated reform measures...if he succeeds Labor have little hope of getting back into NSW for another two terms or more. Great work by Mike Baird!!!,42,TimOfAltona
2989,Blind Freddy could see that there would be a correction in Labor seats after the annihilation of 2011...but surprisingly not as many seats went back to Labor as expected ,30,TimOfAltona
2990,"The party needs some years to rebuild, find direction, sort out leadership and get back to representing grass roots supporters. Shorten will never be a Labor PM. Abbott despite his unpopularity could even beat Shorten next year. ",38,TimOfAltona
2991,I see a magnificent win coming up for the LNP - the ALP were delusional in the extreme thinking NSW voters would trust their state with a Labor/Greens experimental government controlled by the unions. ,35,TimOfAltona
2992,"No, they can see that Labor are just not up to running Australia's largest economy - it's a matter of trust. Come back in 4 years and see if Labor have improved.",32,TimOfAltona
2993,The Labor/Greens cheer squad are getting restless as the reality sinks in they have been backing the losing team....Baird is shaping up to be one of NSW greatest premiers and all the unions could muster for the ALP was an unknown bloke from the left faction. ,47,TimOfAltona
2994,Fortunately that tactic has backfired on them over the leasing of electricity poles and wires during the NSW campaign - their scare tactics have been revealed as bogus and NSW voters have seen through the ALP charade.,37,TimOfAltona
2995,Gladys Berejiklian is an extremely competent minister - she has overseen big improvements in NSW transport and has a big future in NSW government. No doubt she will make a very good treasurer should Mike Baird ask that of her.,40,TimOfAltona
2996,He'll need all the help he can get if he crashes and burns tomorrow - the right faction will be after him and he'll definitely need the force to protect him to hold onto the leadership.,36,TimOfAltona
2997,Who knows what will happen - odds are Baird will be the victor tomorrow...but federally is way open if Turnbull takes the leadership mid-year...which is on the cards if the budget crashes and burns again. ,36,TimOfAltona
2998,"It's a good thing that this is being looked into........it is just wrong that anyone can pay the fee and enter themselves as an independent or minor party senate candidate, receive 0.7% of the vote and be rewarded with a seat in the Australian Senate. In other words, they have not been democratically voted in by the people - but by a logarithm that has allowed a manipulation of the preferencing system courtesy of Glenn Druery. ",77,TimOfAltona
2999,The problem the ALP have is that their key anti-privatisation platform will be found to be bogus once the Baird government get the state moving again with the proceeds of the lease plus power bills have had minimal or no increases due to the leasing. ,46,TimOfAltona
3000,The problem the ALP have is that their key anti-privatisation platform will be found to be bogus once the Baird government get the state moving again with the proceeds of the lease plus power bills have had minimal or no increases due to the leasing. ,46,TimOfAltona
3001,"Blinky Bill laid waste to QT today by engaging in a useless Labor stunt - achieved nothing, completely wasted the final sitting day till May and further eroded Labor's credibility on the eve of the NSW election.",37,TimOfAltona
3002,The Labor cheer squad are claiming the LNP are so on the nose in NSW and federally that Labor will win this in a landslide - you guys can make a killing on this election. ,36,TimOfAltona
3003,The Labor cheer squad are claiming the LNP are so on the nose in NSW and federally that Labor will win this in a landslide - you guys can make a killing on this election. ,36,TimOfAltona
3004,"As I said, the left don't like him because he (&amp; Abbott) succeeded in delivering on one of the election promises that lead to Labor being thrown out of office. You comment confirms this beautifully. Cheers.",36,TimOfAltona
3005,Scott Morrison is actually a very decent fellow. The left don't like him because he delivered on an election promise that saw Labor crushed at the last election.  ,30,TimOfAltona
3006,"In all honesty I can't see the fiscal sense in building and maintaining submarines...what practical use, even from a national security perspective do they have for Australia that existing surface naval vessels can't perform apart from the obvious submerging.  ",41,TimOfAltona
3007,"Billions of dollars put into more worthwhile projects with a greater positive social impact and even dare I say, get the budget back into the black quick smart.  ",30,TimOfAltona
3008,Very inept and inane comment by Plibersek. I guess it was fairly early in the morning but she should have a better line than this one if she wants people to take her seriously as Shadow Foreign Minister. ,39,TimOfAltona
3009,"As much as the Labor/Greens cheer squad get all agitated and excited over this sort of thing I wouldn't read too much into this at all - in fact it is a classic ""Nothing to see here folks"" moment.",39,TimOfAltona
3010,"Very funny. Unless some miracle occurs, I think the chances of Abbott taking the party to the next election are roughly zero. It's only a matter of time. Then the pressure is on Shorten to lift.",36,TimOfAltona
3011,To be fair Daisy - there were quite a few empty seats from time to time on the ALP side of the house as well....must be something in the water in Parliament House that keeps those recalcitrant MP's going to the toilet during condolence motions.,45,TimOfAltona
3012,Good to know NSW will be in good hands for the next 4 years and beyond. Baird certainly deserves another term to allow his government and polices to be implemented and ultimately benefit the state. ,36,TimOfAltona
3013,Given the millions the unions have poured (wasted) into this campaign to try a get Foley across the line - you don't think they would want a return on that investment if by some miracle Foley did fall across the line? ,42,TimOfAltona
3014,Excellent synopsis by David Marr of the man shaping up to be one of the greatest NSW Premiers for many years. The next 4 years should consolidate both his and the LNP position. ,34,TimOfAltona
3015,"The ALP scare campaign over privatisation has been very costly for the unions, pretty much millions of dollars down the drain. Baird is just too strong for anything Labor/unions/Greens can muster.",31,TimOfAltona
3016,I'm with you Daisy - given this was an all day event they should have had bottles beside their seats to pee into rather than disrespectfully leaving and visiting the toilets outside the chamber - only problem is what about the girls? A bit more challenging for them I would have thought. Any suggestions Daisy?,55,TimOfAltona
3017,Both sides need to step up. QLD Labor government are in the box seat to deliver on their pre-election promises just as much as Hunt and the federal government are obligated to act.,33,TimOfAltona
3018,How quickly you overlook the fact that Labor cobbled together a majority of 1 to form government in QLD....yet you don't want to hold them to account when it comes to the Reef - it's all the fault of the party  in government. ,45,TimOfAltona
3019,Last I looked the GBR is in Queensland.......what is the new QLD Labor government doing about this? I distinctly recall this issue formed part of their campaign for election ie We will protect the Reef if elected. ,38,TimOfAltona
3020,"Take heart..Christine Milne was introduced as Leader of the Opposition at the rally in Sydney yesterday, which pretty much supports my assertions of Greens control over Labor of the past few years.  ",34,TimOfAltona
3021,Wrong...it's because Labor are not ready to manage Australia's largest economy yet and voters can see that - excusing it by constantly shooting the messenger will ensure Labor stay in opposition for years to come.,35,TimOfAltona
3022,Good to see all signs pointing to a Baird government win. It was only a couple of weeks ago the Labor cheer squad were announcing a crushing win for the ALP - seems some are still living in that delusional bubble.  ,43,TimOfAltona
3023,"NSW Labor were never really in the race despite all the grubby union bullying tactics, privatisation scare campaign and wheeling Andrews in from VIC in a failed exercise to try and lend some credibility to a largely anonymous NSW ALP leader.  ",43,TimOfAltona
3024,If and when a Labor/Greens government get back in federally and the people smuggler boats start arriving in their hundreds with thousands of passengers along with hundreds or thousands of people drowning again there will be all hell to pay.,40,TimOfAltona
3025,It would be nice for just once for someone from the Labor/Greens cheer squad to admit that Morrison did a bloody good job in stopping the boats and preventing further deaths at sea between Indonesia and Australia. C'mon you can do it!,42,TimOfAltona
3026,I don't think anyone seriously thought the QLD result would be as it was - she is very much the 'Accidental' Premier - that said NSW is a very different situation to QLD with the man who is probably the most popular senior state politician in the country up against a virtual unknown Labor candidate who is struggling to get him self heard or even recognised.  ,68,TimOfAltona
3027,Please provide a link that shows a recent LNP member has been found to be corrupt - I can of course give you a few names from the ALP but I don't think you will find one on the LNP side. ,42,TimOfAltona
3028,Been away for a few days......I see the bookies have LNP at $1.05 and ALP have pushed out to $9.50....clearly NSW are not ready to put their faith back in Labor for another 4 years at least - not surprising given the events during the last NSW Labor govt. ,50,TimOfAltona
3029,Baird is shaping up to be one of NSW greatest Premiers - another four years will hopefully allow his policies to positively affect the state and consolidate his hold on power for future terms.,34,TimOfAltona
3030,I'm with you - the only propaganda we want to read in here is from Labor and Labor alone - anything anyone from the government says should be omitted in its entirety. ,33,TimOfAltona
3031,"Political, social and religious instability are the hallmarks of modern day Egypt, along with massive corruption and human rights abuses........hardly an ideal setting for a project of this scale/complexity requiring capital from foreign investors to make it happen. ",39,TimOfAltona
3032,Not sure why the Labor/Greens cheer squad are so keen for a DD or an early election.....do they think because they are ahead in the polls that will auto translate into a win???? ,34,TimOfAltona
3033,"Newsflash for the cheer squad - Your team ain't that hot at the moment. I don't think the result in QLD where a burnt stick would have taken Labor to victory, will translate into the federal sphere...Labor cannot be trusted on so many fronts and people can see that.",49,TimOfAltona
3034,If Plibersek tries to appease the Greens and pushes ahead with opening up our borders to people smugglers again Labor can forget about getting back into government any time soon.,30,TimOfAltona
3035,...and by Plibersek attacking the boat turnarounds she is sending a message to the people smugglers - !!! (but you'll have to wait until the next Labor/Greens government are in power),31,TimOfAltona
3036,If Labor win - fair to say the pressure on Abbott will be crushing - more than likely end his prime ministership. Even if the LNP are returned but with a vastly reduced majority Abbott will still be under severe pressure. The only outcome to assist Abbott is a strong NSW vote for the LNP with some more seats picked up - possible.,63,TimOfAltona
3037,The polls reflect a cross section of community views at that point of time. Your problem is you only want to see polls that favor Labor and any that don't you label a media conspiracy. ,36,TimOfAltona
3038,"Ignore it if you like, but this is a serious problem for Labor. The Labor right are almost in lockstep with the government on this issue but the left are almost in lockstep with the Greens. ",37,TimOfAltona
3039,At some point you have to accept the reality that Labor are for a number of reasons just not that popular in NSW and NSW voters won't trust them with government for at least another term or two. ,39,TimOfAltona
3040,"Part of Labor's problem is that Baird is shaping up to be one of NSW greatest premiers and the Labor guy, his name escapes me, is almost unkown. It will take that fellow at least another term or two to build a profile.",43,TimOfAltona
3041,The people smugglers are no doubt hoping Labor and the Greens will gift them a working business model with which to re-start their insidious and deadly trade if Labor and the Greens get back into government next year.,38,TimOfAltona
3042,I think even Bernie Banton would acknowledge it was a political stunt on his behalf - albeit for a very good cause - it was a planned media stunt in the midst of the 2007 federal election campaign.,38,TimOfAltona
3043,You may be a bit confused....Tony Abbott is in federal politics and Baird is in state politics and last I looked Abbott was not running for a state seat..check the NSW electoral website if you don't believe me - no mention of Tony Abbott running for a seat in NSW.,50,TimOfAltona
3044,This has to be a one of the best examples of a non-story we've seen for a long long time - I mean how obsessed are these people with Tony Abbott?,31,TimOfAltona
3045,Any chance you can forward the links from Holden to back up your claim (FACT you called it)j that they exited Australian manufacturing as a direct result of the LNP government? ,32,TimOfAltona
3046,Burying your head in the sand and pretending this does not exist is why Labor are in the situation they are in now - you guys need to get your act together with the prospect of a Turnbull lead government bearing down on you.,44,TimOfAltona
3047,I'm with you - we only want Guardian journos who look only at the LNP and completely stay away from any problems in the Labor camp. We wouldn't want people to think Labor are unfit for government or anything would we?,41,TimOfAltona
3048,For very sound reasoning I call it the Labor/Greens cheer squad - for Labor have to bed down with the Greens to form government - can't do it in their own right which opens up a whole can of worms....look at all the grief it caused Gillard over carbon tax. ,51,TimOfAltona
3049,Fair to say the ALP national conference has all the makings of handing the LNP another term next year - particularly if the left get their way and propose to re-start the people smuggling operations out of Indonesia again.,39,TimOfAltona
3050,We are waiting for the Labor infighting to re-emerge. Albo and the left have their sights well and truly on the Labor leadership and Shorten is in the way. ,30,TimOfAltona
3051,"Turnbull has always been my choice for Liberal leader...but prepared to give Abbott a go, benefit of the doubt and all that...but not working out too well as you know. ",31,TimOfAltona
